ISIN,Stage,Error
US6005441000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6005512040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6031581068,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6033802058,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60471A1016,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6047491013,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60510V1089,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6067102003,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6074091090,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US60770K1079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6078281002,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60786M1053,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6081901042,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60855R1005,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60871R2094,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6090271072,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US60937P1066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6098391054,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6102361010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6103351010,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US61174X1090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6151111019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6153691059,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6153942023,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6153943013,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6174464486,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6177001095,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US61945C1036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6200711009,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6200763075,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6245801062,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6247561029,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6247581084,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6267171022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6267551025,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US62855J1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US62857J2015,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US62886E1082,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6288772014,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US62914V1061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6292093050,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6293371067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6293775085,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6294452064,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US62944T1051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6300873022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63008G2030,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6304021057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6311031081,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6323471002,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6337071046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6350171061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6361801011,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63633D1046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6373722023,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6374171063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6378701063,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US63845R1077,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6388423021,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63888P4063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63888U1088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63905A2006,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63938C1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US63947X1019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6402683063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64031N1081,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6404911066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64049M2098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64082B1026,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6410694060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64107N2062,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64110L1061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64110W1027,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64111Q1040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64115A4022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64115T1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64119V3033,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64121N1090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64125C1099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64131A1051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6443931000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6460251068,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6475511001,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US64828T2015,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6501111073,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6512291062,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6515871076,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65158N1028,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6516391066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6517185046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65249B1098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65249B2088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6525262035,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65336K1034,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65339F1012,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65341D1028,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65342K1051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65343E2072,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65345N1063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6536561086,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6541061031,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65441V1017,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US65473P1057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US65481N1000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6549022043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6556631025,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6556641008,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US6558441084,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US66405S1006,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6641211007,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6658591044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6667621097,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6668071029,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6673401039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6677461013,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6680743050,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6687711084,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US66987V1098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6700024010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6701002056,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67011P1003,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67018T1051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6703461052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67059N1081,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67066G1040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6708371033,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67092M2089,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67098H1041,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67103B1008,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67103H1077,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6710441055,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67109R1095,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6742152076,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6745991058,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6748705067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6752321025,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6757466064,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67575Y1091,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67576A1007,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US67577C1053,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6778641000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6780261052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6792951054,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6795801009,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6800331075,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6802231042,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6802771005,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6806652052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6811161099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6819191064,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6819361006,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68213N1090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6821431029,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6821891057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68235B2088,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US68235P1084,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68236H2040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6824061039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68247W1099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6826801036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68268W1036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6837121036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68373M1071,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68375N1037,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68376D1046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6838272085,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68389X1054,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68403P2039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68554V1089,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68621F1021,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68622P1093,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68622V1061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68628V3087,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6866881021,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6873801053,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68752L1008,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68752M1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US68902V1070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6896481032,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69002R1032,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6903701018,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69047Q1022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6907321029,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6907421019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69121K1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6914973093,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69181V1070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69318G1067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69318J1007,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69320M1099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6932821050,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69331C1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69343T1079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69344D4088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6934751057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69349H1077,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6935061076,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69351T1060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69354N1063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69366J2006,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6937181088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69376K1060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69478X1054,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US6951271005,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6951561090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69553P1003,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69608A1088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6974351057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6976602077,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6988131024,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US6988841036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69888T2078,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69913P1057,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US69924M1099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US69932A2042,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7002153044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7006581075,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7008851062,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70202L1026,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7033431039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70336F2039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7034811015,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7043261079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70432V1026,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70438V1061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70450Y1038,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7045511000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70465T1079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7046991078,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70509V1008,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70532Y4026,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7055731035,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70614W1009,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7075691094,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70805E1091,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7080621045,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70806A1060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70932M1071,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70959W1036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US70975L1070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7134481081,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71363P1066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71377A1034,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7140461093,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7141572039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71424F1057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71535D1063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71601V1052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7163821066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7164731033,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71654V1017,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71654V4086,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7170811035,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71742Q1067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71742W1036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7181721090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7185461040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7194051022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US71944F1066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72147K1088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72201Y1010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7223041028,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72346Q1040,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US7234841010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7244791007,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72703H1014,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72815G1085,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72815L1070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7291321005,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7291391057,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US72919P2020,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7292731020,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7310681025,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7311054099,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7323441060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7332451043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US73328P1066,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7365088472,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US73688F2011,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7374461041,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US73754Y1001,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US7391281067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7392761034,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
