ISIN,Stage,Error
FR0004024222,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004027068,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004029411,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004031763,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004034072,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004034320,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004038263,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004040608,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004045847,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004050250,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004053510,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004056851,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004065605,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004125920,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004153930,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004154060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004155000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004155687,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004159473,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004163111,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004171346,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004174233,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004180578,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004186856,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004187367,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004527638,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0005175080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0005691656,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0006174348,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0006864484,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010040865,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010112524,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010131409,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010151589,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010202606,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010208488,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010220475,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010221234,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010241638,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010259150,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010263202,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010291245,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010298620,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010307819,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010313833,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010315770,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010331421,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010340141,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010353888,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010361683,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010380626,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010396309,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010397232,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010411983,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010417345,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010424697,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010425595,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010428771,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010451203,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010465534,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010481960,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010483768,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010485268,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010490920,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010533075,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010557264,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010588079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010609206,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010609263,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010641449,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010655712,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010667147,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010717090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010722819,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010755611,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010756114,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010766667,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010820274,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010828137,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010889386,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010908533,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010929125,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011005933,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011033083,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011038348,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011040500,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011042753,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011049824,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
