Symbol,ISIN,Name,marketplace_sym,marketplace_exchange,marketplace_turnover,marketplace_last_error
RNE1.XFRA,GB00BBHXD542,GAMING REALMS PLC LS -10,GMR.XLON/XLON,XLON,125417417.9000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RO1.XFRA,GB00B1W0VW36,Caspian Sunrise plc,CASP.XLON/XLON,XLON,7988500.3500,Marketstack-Validierung: Symbol/MIC nicht gefunden
RO3.XFRA,FI4000150016,ROBIT OYJ,ROBIT.XHEL/XHEL,XHEL,125619.0050,Marketstack-Validierung: Symbol/MIC nicht gefunden
RV1.XFRA,US7542121089,RAVEN IND. INC. DL 1,RV1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RVW1.XFRA,GB00BDR6W943,PHYSIOMICS PLC LS -004,PYC.XLON/XLON,XLON,15648494.3000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RVY.XFRA,DK0061152170,ROVSING AS IN. DK 50,ROV.XCSE/XCSE,XCSE,269748.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RXI.XFRA,SG2G04994999,Rex International Holding Limited,5WH.XSES/XSES,XSES,22058346.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RY7A.XFRA,ZAE000191342,"ALTRON LTD. A RC-,02",RY7A.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Altron Limited)
RY8.XFRA,DE000RYSE888,ROY ASSET HLDG INH O.N.,RY8.XETRA/XETRA,XETRA,9535.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RYE.XFRA,GB00BDVZYZ77,INTERNATIONAL DISTRIBUTION S,IAG.XLON/XLON,XLON,24408015907.4500,Marketstack-Validierung: Symbol/MIC nicht gefunden
RZT.XFRA,ZAE000060000,"MERAFE RES LTD. RC-,01",RZT.XFRA/XFRA,XFRA,12473.9250,Marketstack-Validierung: Name passt nicht (Merafe Resources Limited)
S0A.XFRA,FI4000029905,SCANFIL OYJ,SCANFL.XHEL/XHEL,XHEL,3293238.3300,Marketstack-Validierung: Symbol/MIC nicht gefunden
S1Y.XFRA,GB00B0T29327,Oriole Resources PLC,ORR.XLON/XLON,XLON,8540263.9290,Marketstack-Validierung: Symbol/MIC nicht gefunden
S21.XFRA,SE0011725084,S2MEDICAL AB B,S2M-BTU.XSTO/XSTO,XSTO,3046842.2860,Marketstack-Validierung: Symbol/MIC nicht gefunden
S4O0.XFRA,CA83615X4075,SOURCE ENERGY SERVICES,SHLE.XTSE/XTSE,XTSE,1335014.6200,Marketstack-Validierung: Symbol/MIC nicht gefunden
S5B.XFRA,IE000G3A6RN7,CARBON TRANSITION NK 01,S5B.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Aquila Holdings ASA)
S7C.XFRA,DK0061078425,STENOCARE DK-08,STENO.XCSE/XCSE,XCSE,395373.0600,Marketstack-Validierung: Symbol/MIC nicht gefunden
S8G1.XFRA,ZAE000161832,SUPER GROUP LTD RC 1,S8G1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Super Group Limited)
S9Q.XFRA,US8485741099,SPIRIT AERO.HLDGS A DL-01,S9Q.XFRA/XFRA,XFRA,248667.5300,"Marketstack-Validierung: Name passt nicht (Spirit AeroSystems Holdings, Inc.)"
SBE.XFRA,SE0004899474,SPAGO NANOMEDICAL AB,SPAGO.XSTO/XSTO,XSTO,869859.5810,Marketstack-Validierung: Symbol/MIC nicht gefunden
SCP.XFRA,GB00B63D3314,Scancell Holdings plc,SCLP.XLON/XLON,XLON,50526948.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
SD4.XFRA,CA8475771033,SPECTRAL MEDICAL,EDT.XTSE/XTSE,XTSE,599285.6400,Marketstack-Validierung: Symbol/MIC nicht gefunden
SF7.XFRA,SE0000323305,Softronic AB,SOF-B.XSTO/XSTO,XSTO,7455589.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
SHS.XFRA,HK0604011236,Shenzhen Investment Limited,604.XHKG/XHKG,XHKG,22241180.8300,Marketstack-Validierung: Symbol/MIC nicht gefunden
SKAA.XFRA,US8305661055,"Skechers U.S.A., Inc",SKX/XNYS,XNYS,3778743094.2600,Marketstack-Validierung: Symbol/MIC nicht gefunden
SKD.XFRA,SE0017161458,SVOLDER AB B O.N.,SVOL-B.XSTO/XSTO,XSTO,83173365.4500,Marketstack-Validierung: Symbol/MIC nicht gefunden
SMB.XFRA,DE0007218901,SCHWAELBCHEN MOLKEREI AG,SMB.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Schwälbchen Molkerei Jakob Berz AG)
SP8.XFRA,JP3545130001,TECHMATRIX CORPORATION,SP8.XFRA/XFRA,XFRA,939098.4430,"Marketstack-Validierung: Name passt nicht (The Shyft Group, Inc.)"
SR1.XFRA,DK0061805660,SWISS PROPERTIES INV.100,SWISS.XCSE/XCSE,XCSE,372194.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
SRJ.XFRA,US8472151005,SPARTANNASH CO.,SPTN/XNAS,XNAS,294333360.5300,Marketstack-Validierung: Symbol/MIC nicht gefunden
SUD.XFRA,SE0000653230,STUDSVIK AB SK 1,SVIK.XSTO/XSTO,XSTO,1915495.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
SUY.XFRA,FI0009010862,SUOMINEN OYJ,SUY1V.XHEL/XHEL,XHEL,80623.1900,Marketstack-Validierung: Symbol/MIC nicht gefunden
SYU1.XFRA,US87161C5013,SYNOVUS FINL CORP. DL 1,SNV/XNYS,XNYS,739437404.9100,Marketstack-Validierung: Symbol/MIC nicht gefunden
SZ31.XFRA,ID1000106107,PRIME AGRI RESOURCES TBK PT,SZ31.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (PT Sampoerna Agro Tbk)
T1TA.XFRA,KYG876551170,TEXHONG TEXTILE GRP HD-10,T1TA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
T7Y1.XFRA,CA89185T1066,TOWER RES LTD,T7Y1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Tower Resources Ltd.)
T9W.XFRA,GRS428003008,THESSALONIKI WATER & SEWAGE,T9W.XFRA/XFRA,XFRA,479.5000,Marketstack-Validierung: Name passt nicht ()
TAH.XFRA,JP3634600005,TOYOTA INDS,TAH.XFRA/XFRA,XFRA,447.6000,Marketstack-Validierung: Name passt nicht (Toyota Industries Corporation)
TBCN.XFRA,HK0000139300,Television Broadcasts Limited,511.XHKG/XHKG,XHKG,32309615.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
TD8.XFRA,GB0009035741,"TRIAD GRP PLC LS-,01",TD8.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
TI1.XFRA,IT0005607699,GT TALENT GROUP SPA,TI1.XFRA/XFRA,XFRA,17126.1200,Marketstack-Validierung: Name passt nicht (TI Fluid Systems plc)
TJG.XFRA,FI0009007637,Innofactor Oyj,IFA1V.XHEL/XHEL,XHEL,166585.8150,Marketstack-Validierung: Symbol/MIC nicht gefunden
TJN.XFRA,HK0882007260,Tianjin Development Holdings Limited,882.XHKG/XHKG,XHKG,2203076.3200,Marketstack-Validierung: Symbol/MIC nicht gefunden
TLIK.XFRA,US6074091090,TELES Aktiengesellschaft Informationstechnologien,TLIK.XFRA/XFRA,XFRA,12.5240,Marketstack-Validierung: Name passt nicht (Arzneiwerk AG VIDA)
TLJ.XFRA,KYG843961031,China Tian Lun Gas Holdings Limited,TLJ.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Tian Lun Gas Holdings Limited)
TMD0.XFRA,CA23249L1067,CVW SUSTAINABLE ROYALTIES IN,TMD0.XFRA/XFRA,XFRA,251.6400,Marketstack-Validierung: Name passt nicht (CVW CleanTech Inc.)
TMU.XFRA,GB0008854563,TERTIARY MINERALS - Frankfurt Stock Exchang,TYM.XLON/XLON,XLON,15914044.8500,Marketstack-Validierung: Symbol/MIC nicht gefunden
TNM2.XFRA,FR001400I939,Technicolor SA,TCH.XPAR/XPAR,XPAR,1883585.1836,Marketstack-Validierung: Symbol/MIC nicht gefunden
TP3.XFRA,GRS239003007,THRACE PLA.H.+C.NAM.EO-66,TP3.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Thrace Plastics Holding Company S.A.)
TS6.XFRA,FI0009007728,"TELESTE CORP. EO-,40",TLT1V.XHEL/XHEL,XHEL,52982.0800,Marketstack-Validierung: Symbol/MIC nicht gefunden
UK6A.XFRA,GB00BYZJ7G42,Harworth Group plc,HWG.XLON/XLON,XLON,71930177.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
UT1.XFRA,US0048161048,ACME UTD CORP. DL 250,UT1.XFRA/XFRA,XFRA,8200.0000,Marketstack-Validierung: Name passt nicht (Acme United Corporation)
V2N.XFRA,GB00B1GK4645,VERTU MOTORS PLC LS -01,VTU.XLON/XLON,XLON,763383146.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
V3S.XFRA,DE000A4096F0,VECTRON SYSTEMS O.N.,V3S.XETRA/XETRA,XETRA,1525670.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
V7Y.XFRA,SE0017911480,HEBA FASTIGHETS ABB,HEBA-B.XSTO/XSTO,XSTO,7136543.7500,Marketstack-Validierung: Symbol/MIC nicht gefunden
V9E.XFRA,SE0017082514,CASE GROUP AB,CASE.XSTO/XSTO,XSTO,98486.4500,Marketstack-Validierung: Symbol/MIC nicht gefunden
VCM.XFRA,CA92241Y1016,VECIMA NETWORKS INC.,VCM.XTSE/XTSE,XTSE,401033.1200,Marketstack-Validierung: Symbol/MIC nicht gefunden
VD5N.XFRA,GB00BF44KY60,"ZEPHYR ENERGY PLC LS-,001",ZPHR.XLON/XLON,XLON,82284749.8250,Marketstack-Validierung: Symbol/MIC nicht gefunden
VEH.XFRA,DE0007600108,Valora Effekten Handel AG,VEH.XSTU/XSTU,XSTU,2205.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
VH3.XFRA,GB00BMHN9M05,STRIP TINNING HLDG.LS-01,STG.XLON/XLON,XLON,1871902.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
VOX.XFRA,US91829F1049,VOXX International Corporation,VOXX/XNAS,XNAS,9810791.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
VP4.XFRA,NO0010734122,VISTIN PHARMA ASA NK 1,VISTN.XOSL/XOSL,XOSL,4880476.3000,Marketstack-Validierung: Symbol/MIC nicht gefunden
VR1.XFRA,KYG2993S1066,EDA GROUP HOLDINGS LTD,VR1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Edda Wind ASA)
VZ8.XFRA,SG1T06929205,China Aviation Oil (Singapore) Corporation Ltd,G92.XSES/XSES,XSES,5070612.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
W0S.XFRA,SE0017134125,CYNCA NORDIC AB,W0S.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Vestum AB)
W1T.XFRA,CA9581596009,WESTERN ENERGY SRV. NEW,WRN.XTSE/XTSE,XTSE,15078132.8500,Marketstack-Validierung: Symbol/MIC nicht gefunden
W2F.XFRA,SG1J49001550,STRAITS TRADG SD 1,S20.XSES/XSES,XSES,3107531.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
W8A.XFRA,US931CVR0133,"WALGREENS BOOTS AL.DL-,01",WBA/XNAS,XNAS,7688843049.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
W8T.XFRA,GB00B104RS51,CITY LON.INV.GRP LS-01,CTY.XLON/XLON,XLON,2862801885.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
WA5.XFRA,JP3992400006,WACOAL HLDGS CORP.,WA5.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Wacoal Holdings Corp.)
WAY.XFRA,HK0218001102,Shenwan Hongyuan (H.K.) Limited,218.XHKG/XHKG,XHKG,527180.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
WC30.XFRA,US9426221019,"WATSCO INC. B CV DL-,50",WC30.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (Watsco, Inc.)"
WE3.XFRA,FI0009008924,KH GROUP OYJ,KHG.XHEL/XHEL,XHEL,359055.6290,Marketstack-Validierung: Symbol/MIC nicht gefunden
WF0.XFRA,GB00BLNNFY18,HARMONY ENERGY INCOME TR.,HEIT.XLON/XLON,XLON,145206941.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
WF4.XFRA,US9293281021,"WSFS FINL CORP. DL-,01",WF4.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
WG0.XFRA,AU0000418782,NEXSEN LTD,WG0.XFRA/XFRA,XFRA,9805.5000,Marketstack-Validierung: Name passt nicht (Norva24 Group AB)
WK0.XFRA,ID1000131105,WIJAYA KARYA BETON RP 100,WEGE.XIDX/XIDX,XIDX,2341180000.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
WL3P.XFRA,CA3485823056,FORT ST.JAMES NI.CORP.,WL3P.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
WNI.XFRA,BMG9618E1075,WHITE MTNS INS. GRP DL 1,WNI.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (White Mountains Insurance Group, Ltd.)"
WQ9.XFRA,ZAE000009932,WILSON BAYLY HOL.-OVCON,WBO.XJSE/XJSE,XJSE,6247215322.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
WWY1.XFRA,VGG2921V1067,E-COMMODITIES HOLDINGS,WWY1.XFRA/XFRA,XFRA,3331.5000,Marketstack-Validierung: Name passt nicht ()
WY1.XFRA,US9621491003,WEYCO GRP INC. DL 1,WY1.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (Weyco Group, Inc.)"
X0M.XFRA,SE0019174194,XOMA CORP.PRF.SH.SER.A 25,X0M.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (XOMA Royalty Corporation)
X0S.XFRA,GB00BNBQZD59,GELION PLC LS-01,GELN.XLON/XLON,XLON,422453.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
X92.XFRA,SE0017483175,CIRCLE ENERGY SWEDEN AB,X92.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (ZAZZ Energy of Sweden AB)
XCC.XFRA,SG1G47869290,"CSE GLOBAL LTD. SD-,05",544.XSES/XSES,XSES,853727.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
XE4.XFRA,GB0002892528,"SURFACE TRANSF PLC LS-,01",SCE.XLON/XLON,XLON,86648967.2500,Marketstack-Validierung: Symbol/MIC nicht gefunden
XHN1.XFRA,HK0000065349,HONG KONG TECHNOLOGY VENTURE,7.XHKG/XHKG,XHKG,13195808.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
XI3.XFRA,PLBCLTX00019,BIOCELTIX S.A. ZY -10,BCX.XWAR/XWAR,XWAR,4763689.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
XJC.XFRA,CA15643T7015,CENTURION MINERALS,XJC.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
XK6.XFRA,IT0005521858,SOLUTIONS CAP.MAN.SIM SPA,SCM.XMIL/XMIL,XMIL,28456.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
XPG.XFRA,NO0003028904,VEND MARKETPLACES ASA,XPG.XFRA/XFRA,XFRA,4545.0000,Marketstack-Validierung: Name passt nicht (Schibsted ASA)
XTL1.XFRA,SE0010415281,ANOTO GROUP SK-60,XTL1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Anoto Group AB)
Y5R.XFRA,SE0017083272,NIVIKA FASTIGHETER AB,NIVI-B.XSTO/XSTO,XSTO,2771993.7000,Marketstack-Validierung: Symbol/MIC nicht gefunden
Y6T.XFRA,SE0017564800,CALVIKS AB,Y6T.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Job Solution Sweden Holding AB)
Y9R.XFRA,GB00BLH42507,ASHTEAD TECHNOLOGY LS-05,AHT.XLON/XLON,XLON,23346906123.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
YJ3A.XFRA,BRJBSSACNOR8,JBS S.A. ADR/2O.N.,YJ3A.XFRA/XFRA,XFRA,3846.9400,Marketstack-Validierung: Name passt nicht ()
YO4.XFRA,GB0004126057,"EBIQUITY PLC LS-,25",EBQ.XLON/XLON,XLON,3440896.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
YSG.XFRA,HK0171000877,Silver Grant International Holdings Group Limited,0171.XHKG/XHKG,XHKG,431780.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
YSZ.XFRA,BMG2164J1099,YOUZAN TECHNOLOGY LTD,YSZ.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (China Youzan Limited)
ZC0.XFRA,NO0012780958,Stainless Tankers ASA,STST.XOSL/XOSL,XOSL,42917792.9000,Marketstack-Validierung: Symbol/MIC nicht gefunden
ZEON.XFRA,CA4605821095,INTL ZEOLITE,IPCO.XTSE/XTSE,XTSE,52986642.0500,Marketstack-Validierung: Symbol/MIC nicht gefunden
ZFS.XFRA,CA31660A1030,Fiera Capital Corporation,FSZ.XTSE/XTSE,XTSE,17753480.2700,Marketstack-Validierung: Symbol/MIC nicht gefunden
ZW1.XFRA,SE0000201253,SILJANSVIK AB,ZW1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Dala Energi AB)
